sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode,year,sector,quota,latitude,longitude,hmap
20181100081,COMPS,Jaime Mcdonald,9004889457,jaimemcdonald@gmail.com,F,71.68,80.24,39.71,65.53,65.42,69.98,50.87,Justin Contreras,Special educational needs teacher,Megan Olsen,Product/process development scientist,978157,400024,2018,communications,minority,19.0611,72.8792,0.1
20181100082,EXTC,Xavier Villa,9665714984,xaviervilla@gmail.com,M,86,92.78,37.67,69.61,74.23,61.1,77.41,James Lang,Artist,Sharon Fowler,"Surveyor, minerals",1396114,400090,2018,communications,minority,19.1629,72.8353,0.1
20181100083,IT,Jeremy Adams,9967986352,jeremyadams@gmail.com,F,98.61,72.62,78.77,60.1,50.75,54.21,18.7,Gerald Castro DDS,"Teacher, adult education",Michelle Barrera,Community pharmacist,1490202,400040,2018,manufacturing,non-minority,19.0636,72.9228,0.1
20181100084,IT,Andrew Taylor,9665040265,andrewtaylor@gmail.com,F,82.28,74.92,16.84,82.2,65.59,54.85,74.33,Steven Sanders,Chiropodist,Michelle Fox,Psychiatric nurse,1044165,400072,2018,agriculture and forestry,non-minority,19.1018,72.8904,0.1
20181100085,EXTC,Brandon Ortega,9665994346,brandonortega@gmail.com,M,53.9,61.94,95.51,61.72,86.03,94.8,20.75,David Chandler,Arboriculturist,Melissa Hill,Hydrologist,1376476,400080,2018,communications,non-minority,19.1721,72.9483,0.1
20181100086,IT,Tiffany Hill,9967143874,tiffanyhill@gmail.com,M,70.92,65.85,22.49,51.48,61.74,68.45,37.1,Michael Fowler,"Physicist, medical",Katie Brown,"Psychologist, clinical",454944,400086,2018,public administrative services,non-minority,19.0893,72.9078,0.1
20181100087,IT,James Powell,9004783133,jamespowell@gmail.com,F,42.69,93.75,12.31,69.56,96.14,93.74,25.23,Robert Wilson,Health promotion specialist,Katherine Cole,Theatre manager,1035019,400040,2018,manufacturing,minority,19.0636,72.9228,0.1
20181100088,IT,Julie Lynch,9967572962,julielynch@gmail.com,F,97.16,75.16,48.15,90.3,88.32,65.08,53.64,Carl Kelly,Medical secretary,Catherine Warner,"Production designer, theatre/television/film",633026,400049,2018,agriculture and forestry,minority,19.1047,72.8268,0.1
20181100089,EXTC,Amber Gonzalez,7738470563,ambergonzalez@yahoo.com,F,78.2,56.21,21.18,60.83,87.86,70.71,55.18,Michael Collins,"Engineer, civil (consulting)",Brooke Greer,IT technical support officer,1025242,400006,2018,agriculture and forestry,non-minority,18.9541,72.8004,0.1
20181100090,EXTC,Christopher Lambert,9892870955,christopherlambert@yahoo.com,M,72.86,92.18,51.54,81.52,51.05,50.23,72.27,Joshua Cantrell,"Teacher, English as a foreign language",Margaret Hines,Town planner,1194479,400047,2018,public administrative services,non-minority,19.1246,72.8422,0.1
20181100091,EXTC,Rebekah Sosa,9665044755,rebekahsosa@gmail.com,M,46.11,66.69,21.49,58.04,56.79,90.92,84.03,Walter Bell,Drilling engineer,Megan Benitez,Solicitor,230497,400010,2018,agriculture and forestry,minority,18.9702,72.846,0.1
20181100092,MECH,Kelly Hanson,8999363905,kellyhanson@gmail.com,M,87.97,73,82.68,96.76,98.7,56.67,88.57,Derek Villarreal,Hospital pharmacist,Donna Smith,Purchasing manager,1037948,400010,2018,information technology,minority,18.9702,72.846,0.1
20181100093,MECH,Joseph Grant,9867347980,josephgrant@gmail.com,M,96.87,57.7,89.89,95.7,80.26,68.22,34.48,Donald Lee,"Psychologist, counselling",Alexandra Walton,Production manager,942089,400036,2018,agriculture and forestry,minority,18.9625,72.805,0.1
20181100094,MECH,Amy Bryant,9987627629,amybryant@gmail.com,M,91.38,69.94,37.58,62.03,73.8,58.89,19.82,Barry Graves,"Pharmacist, community",Misty Patterson DDS,Statistician,310696,400002,2018,trade transport and hotels,non-minority,18.9484,72.8259,0.1
20181100095,IT,Craig Snyder,9867337359,craigsnyder@gmail.com,M,82.73,94.33,27.41,73.61,61.38,53.81,47.43,Jonathan Long,"Conservator, museum/gallery",Sue Young,Geophysical data processor,573451,400056,2018,trade transport and hotels,non-minority,19.1045,72.8395,0.1
20181100096,COMPS,Ian Butler,9867886339,ianbutler@gmail.com,M,46.11,79.4,27.15,80.78,96.48,60.69,10.13,Thomas Davis,"Horticulturist, commercial",Jessica Copeland,Geophysicist/field seismologist,101294,400082,2018,finance and real estate services,non-minority,19.1741,72.9372,0.1
20181100097,IT,Dr. Yvette Lambert,9867233795,dr.yvettelambert@yahoo.com,M,72.08,87.91,31.54,95.89,60.58,86.89,9.75,George Howell,Web designer,Lindsey Smith,Animal technologist,888646,400031,2018,finance and real estate services,non-minority,19.0133,72.8549,0.1
20181100098,COMPS,Kevin Bentley,9892858556,kevinbentley@gmail.com,M,89.33,90.8,33.32,62.96,94.53,87.5,20.93,Martin Kirk,"Engineer, building services",Lisa Watson,Dealer,513386,400014,2018,finance and real estate services,non-minority,19.0148,72.8455,0.1
20181100099,COMPS,Nicholas Hansen,8999912399,nicholashansen@gmail.com,M,85.58,81.49,27.12,74.71,76.04,86.34,45.81,Allen Espinoza,Charity fundraiser,Lisa Dean,"Administrator, sports",1192714,400065,2018,communications,non-minority,19.1556,72.885,0.1
20181100100,COMPS,Daniel Holland,7738536169,danielholland@hotmail.com,F,95.21,67.53,29.29,82.64,63.32,66.68,39.32,Thomas Mckinney,Historic buildings inspector/conservation officer,Lindsey Randall,Advertising copywriter,928805,400033,2018,manufacturing,minority,18.9856,72.8442,0.1
20181100101,IT,William Powell,9967518796,williampowell@hotmail.com,F,98.22,74.64,2.77,66.71,99.65,79.79,44.01,Fred Webb,Trading standards officer,Kathleen Benitez,Orthoptist,840658,400005,2018,agriculture and forestry,non-minority,18.9104,72.8198,0.1
20181100102,COMPS,Kenneth Hampton,7738749153,kennethhampton@yahoo.com,F,77.22,79.71,50.6,95.24,67.72,52.42,3.71,Charles Dixon,"Producer, radio",Patricia Leon,Community development worker,716691,400055,2018,constructions,minority,19.0804,72.8469,0.1
20181100103,IT,Jessica Lin,7738629465,jessicalin@gmail.com,M,63.19,53.23,23.07,94.93,59.64,79.5,69.81,Elijah Hernandez,Merchant navy officer,Julie Lee,Computer games developer,1166477,400101,2018,constructions,non-minority,19.2059,72.8661,0.1
20181100104,EXTC,Brian Bullock,9967511993,brianbullock@gmail.com,M,82.37,80.13,18.18,51.57,54.72,59.08,43.5,Timothy Davis,Theme park manager,Amanda Bates,Food technologist,921428,400074,2018,information technology,minority,19.029,72.8881,0.1
20181100105,EXTC,Christine Ramirez,7738551561,christineramirez@yahoo.com,M,85.73,57.95,43.45,97.38,74.94,86.18,60.35,William Moore,Commercial horticulturist,Kimberly Cooper,Pathologist,759974,400035,2018,public administrative services,non-minority,18.9417,72.7936,0.1
20181100106,IT,Troy Thompson,9665527106,troythompson@gmail.com,M,87.66,76.12,2.12,61,59.24,84.72,30.76,Benjamin Reed,Theatre stage manager,Shelley Thomas,"Administrator, local government",1287180,400002,2018,manufacturing,non-minority,18.9484,72.8259,0.1
20181100107,EXTC,Thomas Montgomery,7738928665,thomasmontgomery@gmail.com,M,38.3,91.87,4.99,51.18,82.79,70.45,2.5,Bruce Villarreal,"Restaurant manager, fast food",Nicole Wilson,"Education officer, community",1301916,400058,2018,manufacturing,minority,19.1227,72.8302,0.1
20181100108,IT,John Lee,8999871493,johnlee@yahoo.com,M,47.24,76.36,19.19,53.34,90.93,69.75,16.45,Joseph Lee,Public relations officer,Melissa Miller,"Surveyor, commercial/residential",1447880,400033,2018,communications,minority,18.9856,72.8442,0.1
20181100109,COMPS,John Elliott,9987478276,johnelliott@gmail.com,M,50.17,93.2,14.12,82.49,82.24,63.11,19.96,John Torres,"Surveyor, minerals",Karen Hatfield,Sports therapist,438074,400045,2018,communications,non-minority,19.0633,72.9258,0.1
20181100110,IT,Robert Nash,8999550736,robertnash@yahoo.com,F,56,77.52,90.53,52.38,85.95,53,61.52,Eric Taylor,Actuary,Dawn Knox,Psychotherapist,1420572,400068,2018,constructions,minority,19.2591,72.8338,0.1
20181100111,EXTC,Frank Rojas,8999815455,frankrojas@gmail.com,M,41.33,69.61,80.45,67.39,76.54,65.92,75.16,Steven Young,"Social research officer, government",Kim Vance,"Investment banker, operational",1355935,400051,2018,constructions,minority,19.0596,72.8553,0.1
20181100112,IT,Debra Vasquez,9967864416,debravasquez@gmail.com,M,63.62,98.18,23.92,57.37,73.93,89.42,3.08,Jonathan Reynolds,Printmaker,Tamara Castillo,Metallurgist,264665,400006,2018,manufacturing,minority,18.9541,72.8004,0.1
20181100113,EXTC,Tyler Bautista,8999893836,tylerbautista@gmail.com,F,86.52,84.64,45.8,61.7,98.65,78.59,72.74,Dr. Frank Ortiz,Ophthalmologist,Angela King,"Geologist, engineering",928924,400081,2018,information technology,minority,19.1661,72.9646,0.1
20181100114,COMPS,Calvin Rosales,9004863332,calvinrosales@gmail.com,F,66.23,51.91,83.54,92.68,78.44,74.21,61.97,Nathaniel Gaines,Medical sales representative,Ms. Lisa Odom,"Editor, film/video",771489,400055,2018,communications,minority,19.0804,72.8469,0.1
20181100115,MECH,Jennifer Houston,9892539719,jenniferhouston@gmail.com,M,79.43,72.65,17.2,97.05,51.12,91.17,76.5,Jacob Farmer,"Presenter, broadcasting",Meghan Diaz,Television/film/video producer,1193941,400042,2018,finance and real estate services,minority,19.1338,72.9384,0.1
20181100116,MECH,Timothy Wilson,9892073614,timothywilson@gmail.com,M,58.21,83.09,21.29,90.97,67.3,61.36,28.01,Matthew Woods,Building control surveyor,Samantha Pennington,"Psychologist, clinical",486261,400101,2018,public administrative services,non-minority,19.2059,72.8661,0.1
20181100117,MECH,Johnny Abbott,9987110808,johnnyabbott@gmail.com,F,81.02,63.25,84.23,81.44,68.59,98.56,6.09,Matthew Wong,Oncologist,Rachel Shaw,Equality and diversity officer,1272497,400014,2018,agriculture and forestry,minority,19.0148,72.8455,0.1
20181100118,EXTC,Fred Lawson,9987335903,fredlawson@gmail.com,M,72.21,56.21,52.21,90.56,62.28,80.06,75.76,Jon Hancock,Occupational therapist,Brittany Harris,Clinical research associate,802940,400075,2018,manufacturing,minority,19.0799,72.9174,0.1
20181100119,MECH,Michael Meadows,9892577619,michaelmeadows@gmail.com,M,42.68,66.95,53.17,58.34,66.49,63.4,84.47,David May,Environmental health practitioner,Catherine Kennedy,"Psychologist, prison and probation services",440310,400031,2018,manufacturing,non-minority,19.0133,72.8549,0.1
20181100120,MECH,Amanda Murray,7738672493,amandamurray@yahoo.com,F,77.24,65.8,58.83,66.64,57.63,84.72,21.99,Edward Warner,Music tutor,Kelly Aguilar,Television/film/video producer,1014872,400089,2018,public administrative services,non-minority,19.0685,72.9003,0.1
20181100121,IT,Paul Jackson,9867239579,pauljackson@gmail.com,M,48.08,68.69,7.46,55.51,68.88,50.75,20.64,Bryan Elliott,Phytotherapist,Erica Greene,Firefighter,426547,400084,2018,trade transport and hotels,non-minority,19.0976,72.9032,0.1
20181100122,EXTC,Darrell Carpenter,9867569032,darrellcarpenter@gmail.com,F,84.17,61.15,36.42,98.02,93.51,60.07,21.04,Jason Griffin,Equality and diversity officer,Kelly Reyes,"Engineer, automotive",561788,400091,2018,constructions,non-minority,19.234,72.8399,0.1
20181100123,IT,Joseph Manning,9665779383,josephmanning@gmail.com,M,75.71,53.02,66.44,51.81,52.03,84.88,21.33,Eric Nelson,"Administrator, charities/voluntary organisations",Stephanie Randall,Cartographer,387809,400046,2018,constructions,minority,19.1367,72.8109,0.1
20181100124,EXTC,Gary Griffin,9987472388,garygriffin@yahoo.com,F,49.19,91.95,0.11,76.48,81.29,66.64,31.48,James Weaver,Broadcast journalist,Samantha Dickerson,"Engineer, building services",163107,400063,2018,constructions,non-minority,19.1648,72.8533,0.1
20181100125,COMPS,Devon Johnson,8999227274,devonjohnson@yahoo.com,M,84.51,99.59,40.56,94.38,90.7,89.9,23.68,Henry Gaines,Press sub,Kristin Matthews,Financial adviser,340663,400055,2018,finance and real estate services,non-minority,19.0804,72.8469,0.1
20181100126,COMPS,Helen Lopez,7738991679,helenlopez@gmail.com,M,83.29,55.05,25.31,61.89,63.78,52.09,75.57,Rickey Gamble,Broadcast journalist,Melissa Cisneros,Company secretary,573884,400079,2018,finance and real estate services,non-minority,19.1025,72.9254,0.1
20181100127,COMPS,Derrick Nichols,9967756653,derricknichols@yahoo.com,M,74.99,82.75,78.11,78.36,51.22,85.96,68.61,Matthew Adams,"Engineer, electrical",Brandy Richardson DVM,"Nurse, mental health",1002211,400020,2018,public administrative services,non-minority,18.9351,72.8264,0.1
20181100128,MECH,April Allen,9967980223,aprilallen@hotmail.com,M,52.76,87.85,51.37,99.29,58.68,95.83,6.81,Zachary Guzman,Financial risk analyst,Kristine Watts,"Biochemist, clinical",418223,400072,2018,public administrative services,non-minority,19.1018,72.8904,0.1
20181100129,MECH,Keith Price,7738510034,keithprice@hotmail.com,M,84.97,67.55,66.2,81.53,89.96,52.11,81.84,James Smith,"Civil engineer, contracting",Shannon Brock,Sports development officer,539097,400011,2018,agriculture and forestry,minority,18.981,72.8268,0.1
20181100130,COMPS,Bruce Ramos,8999810559,bruceramos@gmail.com,F,98.6,52.92,36.36,65.75,59.14,81.38,36.75,Joseph Patel,Food technologist,Holly Cardenas,"Designer, industrial/product",636796,400002,2018,communications,minority,18.9484,72.8259,0.1
20181100131,MECH,Catherine Williams,9987775217,catherinewilliams@gmail.com,F,59.4,60.14,83.69,80.68,90.62,56.7,55.07,Brian Norris,"Scientist, marine",Amanda Arnold,Psychiatric nurse,590080,400005,2018,information technology,non-minority,18.9104,72.8198,0.1
20181100132,IT,Jamie Kent,9004711259,jamiekent@gmail.com,F,63.96,91.9,15.09,97.04,83.14,76.95,66.73,James Ortiz,Private music teacher,Joan Quinn,"Therapist, nutritional",1080601,400066,2018,manufacturing,minority,19.2313,72.8635,0.1
20181100133,MECH,Todd Harvey,9967497860,toddharvey@yahoo.com,M,61.52,52.51,26.4,51.52,97.48,93.76,76.89,Isaiah Johnson,Museum/gallery curator,Cindy Camacho,Agricultural engineer,738843,400020,2018,constructions,minority,18.9351,72.8264,0.1
20181100134,COMPS,Robert Green,9004162293,robertgreen@yahoo.com,F,95.55,63.2,73.31,99.7,72.82,70.47,14.69,Daniel Pham,"Geneticist, molecular",Rebecca Thomas,Advertising account planner,189061,400098,2018,manufacturing,non-minority,19.0718,72.8615,0.1
20181100135,IT,Kimberly Sullivan,9004750882,kimberlysullivan@hotmail.com,M,96.62,60.31,35.98,74.86,66.98,92.11,8.75,Brandon Graham,"Programmer, applications",Carol Norman,"Teacher, adult education",562831,400008,2018,communications,non-minority,18.9671,72.8287,0.1
20181100136,IT,Edwin Dawson,9987060105,edwindawson@gmail.com,M,66.84,95.47,94.93,71.59,89.96,58.46,64.59,Paul Morgan,Editorial assistant,Angela Hughes,Armed forces technical officer,164916,400072,2018,information technology,non-minority,19.1018,72.8904,0.1
20181100137,MECH,Mrs. Kari Fisher,9987194892,mrs.karifisher@hotmail.com,M,94.03,89.24,77.8,82.17,78.27,78.96,75.35,David Mcclure,Industrial/product designer,Donna Roberts,Games developer,165367,400081,2018,information technology,non-minority,19.1661,72.9646,0.1
20181100138,MECH,Ryan Young,8451039816,ryanyoung@hotmail.com,F,87.86,64.49,35.15,60.52,79.36,78.68,61.31,Joshua Phillips,Medical illustrator,Tina Cohen,Computer games developer,1375123,400092,2018,trade transport and hotels,non-minority,19.2327,72.7984,0.1
20181100139,MECH,Brandon Phillips,9967643055,brandonphillips@gmail.com,M,61.93,71.16,73.99,84.25,84.69,97.82,79.87,Johnny Nguyen,Call centre manager,Joy Lewis,Best boy,1210370,400061,2018,information technology,minority,19.1427,72.8053,0.1
20181100140,EXTC,Albert Tucker,9967744735,alberttucker@yahoo.com,F,53.4,87.57,24.33,64.77,93.63,59.44,68.84,Jonathan Strickland,Museum/gallery curator,Christine Pratt,Special educational needs teacher,1143778,400076,2018,finance and real estate services,non-minority,19.1239,72.9094,0.1
20181100141,COMPS,Mark Ball,7738020076,markball@gmail.com,M,86.92,58.64,87.32,87.41,64.8,96.92,28.88,Roberto Haynes,Seismic interpreter,Michelle Mcneil,Chemical engineer,1365102,400077,2018,finance and real estate services,non-minority,19.0779,72.9056,0.1
20181100142,COMPS,Brian Walter,8451975269,brianwalter@gmail.com,M,95.1,60.58,35.66,97.49,92.43,87.57,37.85,David Weaver,Microbiologist,Mackenzie Grant,Air broker,433901,400081,2018,agriculture and forestry,non-minority,19.1661,72.9646,0.1
20181100143,EXTC,Bryan Wilkinson,9892617401,bryanwilkinson@gmail.com,F,42.79,92.85,78.58,79.81,90.63,77.15,35.63,Daniel Marshall,"Teacher, English as a foreign language",Tanya Simmons,"Psychologist, counselling",722158,400050,2018,agriculture and forestry,non-minority,19.0552,72.83,0.1
20181100144,EXTC,Angela Nunez,9004045247,angelanunez@yahoo.com,F,80.07,98.99,49.34,82.85,68.67,50.95,82.2,David Thomas,"Research officer, government",Vickie Lowe,"Chemist, analytical",231642,400022,2018,public administrative services,minority,19.0426,72.8638,0.1
20181100145,COMPS,Mark Dillon,9004619901,markdillon@gmail.com,F,85.04,57.24,91.04,52.48,59.69,59.31,68.55,Patrick Mathis,Technical sales engineer,Tina Hickman MD,Social researcher,1182975,400067,2018,communications,non-minority,19.2072,72.8348,0.1
20181100146,EXTC,Karen Pope,7738632659,karenpope@gmail.com,M,89.2,75.59,8.62,97.88,69.57,62.02,77.35,William Cummings,Communications engineer,Shannon Barber,Charity fundraiser,232908,400075,2018,public administrative services,non-minority,19.0799,72.9174,0.1
20181100147,IT,James Cooper,9967494954,jamescooper@gmail.com,F,39.26,79.21,27.59,87.61,93.66,93.88,70.68,Blake Sullivan,Civil Service administrator,Elizabeth Franco,"Exhibitions officer, museum/gallery",917680,400013,2018,agriculture and forestry,minority,18.9982,72.8275,0.1
20181100148,MECH,Cynthia Hughes,7738219291,cynthiahughes@gmail.com,M,71.38,98.74,94.9,53.43,75.23,94.2,79.88,Carlos Adams,"Doctor, hospital",Mary English,"Administrator, sports",1220073,400047,2018,finance and real estate services,minority,19.1246,72.8422,0.1
20181100149,EXTC,Robert Hall,8452064379,roberthall@gmail.com,F,99.45,76.07,7.19,51.43,62.27,54.52,44.02,William Mason,Hospital pharmacist,Heather Shah,"Designer, exhibition/display",1287496,400067,2018,communications,non-minority,19.2072,72.8348,0.1
20181100150,IT,Paul Woodard,7738784289,paulwoodard@gmail.com,F,69.15,69.83,96.9,50.47,69.53,91.62,83.3,James Walker,Curator,Leslie Rodriguez,"Psychologist, educational",1006567,400096,2018,agriculture and forestry,minority,19.1267,72.8767,0.1
20181100151,IT,Ronnie Bailey,9892299213,ronniebailey@yahoo.com,M,82.41,68.51,85.74,56.22,96.4,59.78,42,Andre Murphy,"Programmer, systems",Anna Solis,Marine scientist,246367,400013,2018,manufacturing,minority,18.9982,72.8275,0.1
20181100152,EXTC,Linda Aguilar,9967914890,lindaaguilar@yahoo.com,M,54.47,90.65,33.02,82.01,85.08,75.33,30.26,Ryan Brown,Barrister's clerk,Kelly Hamilton,Haematologist,1427308,400024,2018,communications,minority,19.0611,72.8792,0.1
20181100153,COMPS,Anthony Burton,9665885399,anthonyburton@gmail.com,M,39.42,86.41,29.52,88.64,97.41,89.69,31.35,Brian Miller,"Designer, exhibition/display",Shelley Singleton,Animal technologist,175687,400013,2018,constructions,minority,18.9982,72.8275,0.1
20181100154,EXTC,Kelly Bryant,9967970316,kellybryant@gmail.com,M,96.38,75.11,35.84,80.42,90.21,53.68,31.52,Brian Howard,"Geologist, wellsite",Pamela Powell,Marine scientist,1293768,400083,2018,public administrative services,non-minority,19.1166,72.9374,0.1
20181100155,IT,Gary Rollins,8999934694,garyrollins@hotmail.com,F,44.53,75.76,70.98,71.72,73.27,73.65,43.5,Theodore Gibson,Manufacturing engineer,Chelsea Mcdaniel,Exhibition designer,1342716,400036,2018,manufacturing,non-minority,18.9625,72.805,0.1
20181100156,MECH,Dylan Howard,8999466218,dylanhoward@gmail.com,M,47.53,87.64,32.22,95.41,89.52,83.59,46.89,Michael Walsh,"Journalist, newspaper",Jennifer Young,Chief Executive Officer,608359,400073,2018,communications,minority,19.0718,72.9168,0.1
20181100157,MECH,Erin Young,7738034761,erinyoung@gmail.com,M,82.7,75.57,79.2,59.37,87.44,94.45,88.22,Mark Thomas,"Scientist, marine",Natalie Stone,Historic buildings inspector/conservation officer,928661,400066,2018,communications,minority,19.2313,72.8635,0.1
20181100158,COMPS,Lee Walters,7738924281,leewalters@yahoo.com,M,36.57,62.6,92.49,94.54,54.06,60.65,21.07,Cody Clark,Media planner,Tara Vega,"Surveyor, quantity",205660,400098,2018,trade transport and hotels,minority,19.0718,72.8615,0.1
20181100159,COMPS,Shane Shah,9004853943,shaneshah@gmail.com,M,91.36,65.33,67.5,61,54.17,69.18,71.25,Timothy Hood,Engineering geologist,Jennifer Smith,Diplomatic Services operational officer,516978,400091,2018,agriculture and forestry,minority,19.234,72.8399,0.1
20181100160,IT,Ricky Velasquez,9967616707,rickyvelasquez@gmail.com,M,75.06,51.11,6.63,66.19,80.59,70.62,77.36,Eric Moore,Archivist,Barbara Medina,Fast food restaurant manager,924307,400037,2018,communications,non-minority,19.0257,72.8697,0.1
20181100161,EXTC,Emily Melendez,7738046053,emilymelendez@gmail.com,F,55.38,58.03,4.54,89.2,82.95,64.51,65.67,William Jones,English as a foreign language teacher,Barbara Bailey,Advertising copywriter,954562,400036,2018,trade transport and hotels,non-minority,18.9625,72.805,0.1
20181100162,EXTC,Benjamin Lynch,8999185724,benjaminlynch@gmail.com,F,42.08,63.73,31.87,69.85,94.95,71.61,12.79,Charles Kline,Herpetologist,Krista Ford,Broadcast engineer,1232442,400007,2018,information technology,minority,18.9618,72.8134,0.1
20181100163,IT,Beverly Carter,9004067204,beverlycarter@gmail.com,M,64.94,51.51,39.37,68.61,60.94,72.9,23.15,Jimmy Navarro,Paediatric nurse,Holly Morrow,Energy manager,731045,400088,2018,manufacturing,non-minority,19.0483,72.9288,0.1
20181100164,IT,Curtis Scott,9867631056,curtisscott@gmail.com,F,91.86,51.76,30.47,99.27,57.68,74.71,0.85,Mark Kelly,Social researcher,Andrea Melton,Air cabin crew,541092,400013,2018,trade transport and hotels,non-minority,18.9982,72.8275,0.1
20181100165,EXTC,Joshua Gomez,9892288048,joshuagomez@gmail.com,M,50.24,59.68,93.17,95.79,81.66,76.57,61.5,Stephen Macdonald,Brewing technologist,Melody Roberts,Proofreader,755968,400056,2018,agriculture and forestry,minority,19.1045,72.8395,0.1
20181100166,IT,Todd Walker,9967084971,toddwalker@gmail.com,F,35.64,71.05,71.32,98.01,58.91,59.95,64.14,Christian Archer,"Engineer, electrical",Heather Bowen,Sports administrator,1389096,400064,2018,finance and real estate services,minority,19.1872,72.8407,0.1
20181100167,EXTC,Dennis Sandoval,9892974458,dennissandoval@gmail.com,F,85.16,77.09,1.26,52.02,50.81,58.66,41.26,Ronnie Beard,Exhibition designer,Rhonda Thompson,"Scientist, product/process development",593067,400079,2018,constructions,non-minority,19.1025,72.9254,0.1
20181100168,COMPS,Larry Paul,7738248807,larrypaul@hotmail.com,F,42.06,69.19,12.34,54.09,71.57,81.71,49.9,Jason Ross,Prison officer,Holly Patel,Public relations officer,585130,400071,2018,manufacturing,minority,19.0521,72.9007,0.1
20181100169,COMPS,Jason Pena,9867415174,jasonpena@gmail.com,M,44.1,53.5,90.45,56.03,64.44,76.6,10.29,Mark Jones,Consulting civil engineer,Michelle Taylor,Warden/ranger,800050,400060,2018,public administrative services,non-minority,19.1368,72.8579,0.1
20181100170,IT,Jessica Jones,9665563502,jessicajones@yahoo.com,M,65.56,91.1,12,50.77,81.23,67.53,62.38,George Richardson,Building surveyor,Natalie Brady,Restaurant manager,574415,400086,2018,information technology,non-minority,19.0893,72.9078,0.1
20181100171,IT,Matthew Young,9004439889,matthewyoung@gmail.com,F,45.23,51.14,52.04,73.51,71.47,54.08,44.1,Ronald Noble,Brewing technologist,Angelica Rodriguez,"Accountant, chartered",394748,400004,2018,trade transport and hotels,minority,18.958,72.8214,0.1
20181100172,COMPS,Mary Patterson,8451988884,marypatterson@gmail.com,M,75.96,56.93,50.54,63.56,98.99,93.84,65.31,John Miller,Primary school teacher,Cathy Smith,Stage manager,1140708,400096,2018,trade transport and hotels,minority,19.1267,72.8767,0.1
20181100173,EXTC,Daniel Smith,9892889957,danielsmith@yahoo.com,M,47.08,60.47,36.6,55.71,71.85,51.63,61.16,Scott Humphrey,Fisheries officer,Julia Daniels,Manufacturing engineer,343307,400044,2018,communications,minority,19.0633,72.9258,0.1
20181100174,COMPS,David Carlson,9665634163,davidcarlson@gmail.com,F,98.78,57.97,6.97,73.27,98.72,99.51,89.95,Kenneth Gross,Electronics engineer,Dana Wood,"Engineer, building services",453368,400075,2018,manufacturing,minority,19.0799,72.9174,0.1
20181100175,EXTC,Ronnie Stewart,9004391503,ronniestewart@gmail.com,F,81.28,97.93,24.09,54.86,79.89,87.93,69.22,Joshua Williams,"Scientist, research (medical)",Tracy Barton,Trading standards officer,930686,400098,2018,constructions,non-minority,19.0718,72.8615,0.1
20181100176,COMPS,Jerry White,8999159743,jerrywhite@gmail.com,M,79.57,73.55,14.71,67.28,50.22,81.77,12.57,Dwayne Cordova,Air cabin crew,Samantha Johnson,"Designer, exhibition/display",951955,400092,2018,communications,non-minority,19.2327,72.7984,0.1
20181100177,EXTC,Gregory Turner,9004788616,gregoryturner@yahoo.com,M,54.99,68.6,3.47,51.8,85.92,61,48.24,Jerry Daniels,Speech and language therapist,Rachael Williams,Theme park manager,265590,400101,2018,information technology,minority,19.2059,72.8661,0.1
20181100178,MECH,Chad Johnson,8452927200,chadjohnson@gmail.com,F,43.2,57.92,6.58,78.13,60.36,88.69,70.31,Jacob Fields,English as a second language teacher,Danielle Gaines,"Investment banker, operational",1167664,400049,2018,constructions,non-minority,19.1047,72.8268,0.1
20181100179,MECH,Scott Payne,9892625691,scottpayne@gmail.com,F,81,85.59,16.46,53.21,58.46,78.45,69.18,Francisco Hughes,Private music teacher,Cynthia Flores,Patent attorney,1282025,400005,2018,communications,minority,18.9104,72.8198,0.1
20181100180,MECH,Daniel Faulkner,9987031066,danielfaulkner@yahoo.com,M,58.33,86.98,55.12,76.29,80.22,84.18,42.73,Benjamin Harris,"Engineer, maintenance (IT)",Melanie Riggs,Agricultural engineer,1416125,400054,2018,public administrative services,minority,19.082,72.8345,0.1
20181100181,IT,Jorge Gray,8999245199,jorgegray@yahoo.com,F,60.52,62.29,86.79,61.75,80.37,86.96,23.8,Mark Smith,"Embryologist, clinical",Kimberly Ayala,Network engineer,417388,400003,2018,public administrative services,minority,18.9532,72.8353,0.1
20181100182,COMPS,Kenneth Villegas,9892957034,kennethvillegas@yahoo.com,M,69.13,82.21,15.45,51.64,68.34,71.75,76.71,David Bond MD,Chief Marketing Officer,Kimberly Richardson,"Engineer, materials",591224,400008,2018,finance and real estate services,minority,18.9671,72.8287,0.1
20181100183,MECH,Richard Rodriguez,9004313672,richardrodriguez@gmail.com,M,35.05,94.13,6.65,79.92,79.31,99.2,74.17,Austin Thomas,Lawyer,Tanya Christensen,Tax inspector,1030767,400093,2018,trade transport and hotels,minority,19.1283,72.8677,0.1
20181100184,MECH,Mr. Ian Walker,8454948669,mr.ianwalker@gmail.com,M,43.86,64.48,7.69,55.21,59.06,52.36,21.5,Edward Huff,Tax inspector,Karen Rose,Personnel officer,1192035,400072,2018,agriculture and forestry,non-minority,19.1018,72.8904,0.1
